Label,S1_Temp,S2_Temp,S3_Temp,S4_Temp,S1_Light,S2_Light,S3_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR
1,26.0,25.75,25.56,26.31,117,28,49,28,0.15,0.06,0.1,0.06,615,0.6,1,0
1,26.06,25.75,25.63,26.31,117,27,46,27,0.07,0.05,0.09,0.06,615,0.896153846154,0,0
1,26.06,25.75,25.56,26.31,116,27,45,26,0.23,0.1,0.16,0.07,620,0.742307692308,0,0
1,26.06,25.75,25.56,26.31,116,26,44,25,0.16,0.06,0.06,0.06,620,0.938461538462,0,0
1,26.06,25.75,25.56,26.31,116,26,43,24,0.43,0.21,0.17,0.15,625,0.888461538462,1,0
1,26.06,25.75,25.56,26.31,116,26,42,24,0.09,0.05,0.06,0.06,615,0.769230769231,0,0
1,26.06,25.75,25.63,26.31,116,26,40,24,0.07,0.05,0.06,0.06,620,0.623076923077,0,0
2,26.13,25.75,25.56,26.25,118,27,214,24,0.82,0.73,1.88,0.81,615,0.169230769231,1,1
2,26.13,25.75,25.63,26.25,118,27,199,24,0.24,0.08,0.26,0.07,630,0.357692307692,0,0
2,26.13,25.75,25.75,26.25,117,26,190,20,0.15,0.05,0.06,0.06,655,1.01538461538,0,0
2,26.19,25.75,25.75,26.31,116,25,184,15,0.11,0.09,0.14,0.08,710,2.29230769231,1,0
2,26.19,25.75,25.75,26.38,115,24,181,13,0.07,0.05,0.07,0.07,725,1.64615384615,1,0
2,26.19,25.75,25.75,26.31,115,24,180,12,0.12,0.07,0.13,0.1,740,1.31538461538,1,0
2,26.19,25.75,25.81,26.31,114,24,177,10,0.34,0.05,0.07,0.06,760,1.16923076923,0,1
2,26.19,25.75,25.81,26.38,114,24,177,10,0.37,0.4,1.1,0.32,765,1.2,1,1
2,26.19,25.75,25.81,26.31,114,24,177,10,0.72,0.8,3.16,0.71,770,1.26923076923,1,1
2,26.19,25.81,25.81,26.31,114,24,176,10,0.23,0.08,0.12,0.08,775,1.41538461538,0,1
2,26.19,25.81,25.81,26.31,114,24,176,10,0.1,0.06,0.13,0.06,795,2.28076923077,0,1
2,26.19,25.81,25.81,26.31,114,24,176,9,0.29,0.23,1.02,0.18,805,2.09615384615,1,1
2,26.19,25.81,25.88,26.31,116,24,178,9,0.11,0.11,0.34,0.1,810,1.81538461538,1,1
3,26.25,25.88,25.81,26.31,150,242,180,12,0.11,0.1,0.15,0.13,830,1.55769230769,0,0
3,26.25,25.88,25.88,26.31,149,241,180,12,0.85,0.35,0.2,0.15,830,1.56923076923,1,1
3,26.25,25.88,25.88,26.31,149,239,180,12,0.44,0.34,0.29,0.18,825,1.62692307692,1,1
3,26.25,25.94,25.88,26.38,150,239,180,11,0.64,0.63,1.86,0.61,860,1.06538461538,1,1
3,26.19,25.94,25.88,26.31,150,238,179,11,0.52,0.81,1.95,0.43,860,1.15384615385,0,1
3,26.25,25.94,25.94,26.31,149,237,180,11,0.85,0.56,1.97,0.53,855,1.45384615385,1,1
3,26.25,25.94,25.94,26.31,150,237,180,11,0.21,0.13,0.2,0.07,865,1.68076923077,1,1
3,26.25,25.94,25.88,26.38,149,237,180,11,0.42,0.09,0.22,0.09,865,1.8,0,0
3,26.25,27.0,25.88,26.38,148,236,179,11,0.16,0.17,0.29,0.21,890,2.71923076923,1,1
3,26.25,26.56,25.94,26.38,147,234,177,10,1.81,1.33,2.37,0.65,905,2.16153846154,1,1
3,26.25,26.38,26.06,26.38,148,234,177,10,0.66,0.33,1.26,0.37,995,4.15,0,1
3,26.31,26.38,26.0,26.38,148,234,178,10,0.54,0.27,1.85,0.27,995,3.60769230769,1,0
3,26.25,26.31,26.0,26.31,149,234,178,10,0.5,0.35,2.04,0.47,1015,2.53846153846,1,1
3,26.31,26.31,26.0,26.44,149,234,178,10,1.03,1.46,3.66,1.08,1015,2.46538461538,1,1
3,26.31,26.31,26.0,26.38,148,234,178,10,0.46,0.21,0.59,0.24,1025,2.48461538462,0,1
3,26.31,26.38,26.0,26.38,149,234,179,10,0.77,0.16,0.22,0.12,1025,2.48461538462,0,0
3,26.25,26.38,25.94,26.38,149,234,179,10,0.82,0.73,2.9,0.75,1035,2.58846153846,0,1
3,26.25,26.38,26.0,26.38,148,234,177,10,0.93,0.84,3.26,0.7,1050,2.63076923077,0,1
3,26.25,26.63,25.94,26.44,149,234,180,10,0.25,0.27,0.13,0.08,1080,2.53846153846,1,1
3,26.25,26.63,25.94,26.38,150,236,180,10,1.37,0.77,2.54,0.74,1105,2.19615384615,1,1
3,26.31,26.63,25.94,26.38,150,236,180,10,1.06,0.61,2.69,0.3,1100,2.33846153846,0,0
3,26.31,26.63,26.0,26.44,150,236,180,10,0.18,0.06,0.06,0.06,1155,3.01923076923,0,1
3,26.31,26.63,26.06,26.38,150,236,180,10,0.08,0.06,0.08,0.06,1165,2.83461538462,0,0
3,26.31,27.94,26.06,26.38,150,238,181,10,0.76,0.19,0.18,0.14,1205,0.561538461538,0,0
3,26.31,27.94,26.06,26.44,150,239,180,11,0.86,0.41,0.45,0.19,1225,0.8,0,0
3,26.31,27.94,26.06,26.44,151,239,182,11,0.2,0.17,0.9,0.16,1210,1.03076923077,0,1
3,26.38,28.06,26.06,26.44,150,239,181,11,0.71,0.76,0.2,0.49,1215,-0.434615384615,0,1
3,26.38,28.25,26.06,26.44,145,232,176,10,1.09,0.48,1.47,0.42,1225,-0.115384615385,1,1
3,26.31,28.06,26.13,26.44,143,227,172,10,0.58,0.71,0.06,0.93,1245,1.16153846154,0,0
3,26.31,28.0,26.13,26.44,142,227,173,10,0.09,0.08,0.06,0.06,1260,1.67307692308,0,0
3,26.38,28.19,26.13,26.44,141,227,174,10,1.29,0.38,1.08,0.27,1245,2.18461538462,1,1
0,26.31,26.94,26.0,26.38,0,0,0,0,0.07,0.05,0.06,0.06,1255,1.30384615385,0,0
0,26.31,26.88,26.0,26.31,0,0,0,0,0.07,0.05,0.05,0.06,1230,0.430769230769,0,0
0,26.25,26.69,25.94,26.25,0,0,0,0,0.07,0.05,0.06,0.06,1165,-3.85769230769,0,0
0,26.19,26.63,25.94,26.25,0,0,0,0,0.07,0.04,0.06,0.06,1165,-4.68846153846,0,0
0,26.13,26.44,25.81,26.25,0,0,0,0,0.08,0.05,0.06,0.06,1105,-4.39615384615,0,0
0,26.13,26.44,25.81,26.19,0,0,0,0,0.07,0.05,0.05,0.07,1075,-4.27307692308,0,0
0,26.06,26.38,25.75,26.19,0,0,0,0,0.07,0.04,0.06,0.06,1060,-4.48461538462,0,0
0,26.06,26.31,25.75,26.19,0,0,0,0,0.07,0.05,0.07,0.06,1030,-4.94230769231,0,0
0,26.0,26.25,25.75,26.19,0,0,0,0,0.07,0.05,0.06,0.07,1020,-4.81923076923,0,0
0,26.0,26.19,25.69,26.19,0,0,0,0,0.07,0.05,0.06,0.07,990,-2.64615384615,0,0
0,25.94,26.13,25.69,26.13,0,0,0,0,0.1,0.05,0.18,0.07,960,-2.64615384615,0,0
0,25.94,26.06,25.63,26.06,0,0,0,0,0.08,0.05,0.06,0.06,940,-2.81538461538,0,0
0,25.94,26.06,25.63,26.06,0,0,0,0,0.07,0.05,0.06,0.07,910,-3.41923076923,0,0
0,25.88,26.06,25.56,26.06,0,0,0,0,0.07,0.05,0.06,0.06,910,-3.65384615385,0,0
0,25.88,26.0,25.56,26.06,0,0,0,0,0.07,0.05,0.07,0.06,885,-3.53846153846,0,0
0,25.88,26.0,25.63,26.19,0,0,0,0,0.06,0.05,0.07,0.06,865,-3.39230769231,0,0
0,25.88,25.94,25.56,26.06,0,0,0,0,0.07,0.05,0.06,0.06,835,-3.35769230769,0,0
0,25.88,25.94,25.56,26.06,0,0,0,0,0.07,0.04,0.06,0.06,825,-3.5,0,0
0,25.88,25.94,25.5,26.06,0,0,0,0,0.06,0.04,0.06,0.07,795,-2.78076923077,0,0
0,25.81,25.88,25.5,26.0,0,0,0,0,0.07,0.04,0.06,0.06,795,-2.66923076923,0,0
0,25.81,25.88,25.44,26.0,0,0,0,0,0.07,0.04,0.06,0.07,775,-2.06153846154,0,0
0,25.81,25.88,25.44,26.06,0,0,0,0,0.07,0.04,0.06,0.06,775,-2.08461538462,0,0
0,25.75,25.88,25.44,26.06,0,0,0,0,0.07,0.04,0.06,0.06,765,-1.98461538462,0,0
0,25.81,25.88,25.44,26.0,0,0,0,0,0.07,0.04,0.06,0.07,755,-2.22307692308,0,0
0,25.75,25.81,25.44,26.0,0,0,0,0,0.06,0.04,0.06,0.07,740,-2.42307692308,0,0
0,25.75,25.81,25.38,26.0,0,0,0,0,0.07,0.04,0.06,0.06,735,-2.25384615385,0,0
0,25.75,25.81,25.38,26.0,0,0,0,0,0.07,0.04,0.07,0.06,705,-1.95384615385,0,0
0,25.69,25.81,25.38,26.0,0,0,0,0,0.09,0.07,0.09,0.06,690,-1.87692307692,0,0
0,25.69,25.75,25.38,25.94,0,0,0,0,0.07,0.05,0.07,0.06,675,-2.28846153846,0,0
0,25.69,25.75,25.38,25.94,0,0,0,0,0.07,0.05,0.06,0.06,665,-2.28461538462,0,0
0,25.69,25.75,25.38,25.88,0,0,0,0,0.07,0.05,0.06,0.07,655,-2.37307692308,0,0
0,25.69,25.75,25.38,25.88,0,0,0,0,0.07,0.05,0.06,0.06,650,-2.31538461538,0,0
0,25.69,25.75,25.38,25.88,0,0,0,0,0.07,0.05,0.07,0.06,650,-2.31923076923,0,0
0,25.69,25.75,25.38,25.88,0,0,0,0,0.06,0.05,0.07,0.07,650,-2.28461538462,0,0
0,25.69,25.75,25.31,25.94,0,0,0,0,0.06,0.05,0.06,0.06,630,-2.10769230769,0,0
0,25.69,25.75,25.31,25.94,0,0,0,0,0.07,0.06,0.06,0.06,625,-2.20384615385,0,0
0,25.69,25.69,25.31,25.88,0,0,0,0,0.07,0.05,0.06,0.06,625,-2.26153846154,0,0
0,25.69,25.69,25.31,25.88,0,0,0,0,0.06,0.05,0.06,0.06,620,-1.99230769231,0,0
0,25.69,25.69,25.31,25.88,0,0,0,0,0.07,0.05,0.06,0.05,595,-1.87307692308,0,0
0,25.63,25.69,25.31,25.88,0,0,0,0,0.07,0.05,0.05,0.06,590,-1.76538461538,0,0
0,25.69,25.63,25.25,25.88,0,0,0,0,0.07,0.05,0.06,0.06,575,-1.74615384615,0,0
0,25.63,25.63,25.25,25.88,0,0,0,0,0.06,0.06,0.06,0.07,540,-1.72307692308,0,0
0,25.63,25.63,25.25,25.81,0,0,0,0,0.07,0.04,0.07,0.07,510,-2.0,0,0
0,25.63,25.63,25.19,25.81,0,0,0,0,0.07,0.04,0.06,0.06,515,-2.01153846154,0,0
0,25.63,25.63,25.19,25.81,0,0,0,0,0.07,0.05,0.08,0.06,500,-1.94615384615,0,0
0,25.56,25.63,25.19,25.88,0,0,0,0,0.07,0.05,0.06,0.06,475,-1.35384615385,0,0
0,25.56,25.56,25.19,25.88,0,0,0,0,0.06,0.05,0.06,0.06,470,-1.18461538462,0,0
0,25.56,25.63,25.19,25.88,0,0,0,0,0.07,0.05,0.06,0.06,465,-1.02692307692,0,0
0,25.56,25.56,25.19,25.81,0,0,0,0,0.07,0.05,0.05,0.06,460,-1.01153846154,0,0
0,25.56,25.56,25.13,25.88,0,0,0,0,0.06,0.05,0.06,0.06,450,-0.965384615385,0,0
0,25.5,25.56,25.13,25.88,0,0,0,0,0.07,0.05,0.07,0.06,440,-1.23461538462,0,0
0,25.5,25.56,25.13,25.88,0,0,0,0,0.07,0.05,0.07,0.06,425,-1.10769230769,0,0
0,25.56,25.56,25.13,25.81,0,0,0,0,0.07,0.05,0.07,0.06,425,-1.11538461538,0,0
0,25.5,25.56,25.13,25.81,0,0,0,0,0.07,0.05,0.06,0.06,420,-1.1,0,0
0,25.5,25.5,25.06,25.94,0,0,0,0,0.07,0.05,0.07,0.06,395,-0.796153846154,0,0
0,25.5,25.5,25.06,25.81,0,0,0,0,0.06,0.05,0.06,0.06,390,-0.884615384615,0,0
0,25.5,25.5,25.06,25.81,0,0,0,0,0.07,0.05,0.06,0.06,390,-0.965384615385,0,0
0,25.5,25.5,25.06,25.88,0,0,0,0,0.06,0.05,0.07,0.06,390,0.0,0,0
0,25.5,25.5,25.06,25.81,0,0,0,0,0.07,0.05,0.07,0.06,390,0.0,0,0
0,25.5,25.5,25.06,25.81,0,0,0,0,0.07,0.05,0.05,0.06,390,0.0,0,0
0,25.44,25.5,25.06,25.75,0,0,0,0,0.07,0.05,0.07,0.06,385,-0.0884615384615,0,0
0,25.44,25.44,25.06,25.75,0,0,0,0,0.07,0.04,0.06,0.06,385,0.0,0,0
0,25.44,25.44,25.0,25.81,0,0,0,0,0.07,0.05,0.06,0.06,385,0.0,0,0
0,25.44,25.44,25.06,25.88,0,0,0,0,0.07,0.05,0.07,0.07,385,0.0,0,0
0,25.44,25.44,25.0,25.81,0,0,0,0,0.07,0.05,0.06,0.06,385,0.0,0,0
0,25.44,25.44,25.0,25.75,0,0,0,0,0.07,0.05,0.07,0.06,380,-0.161538461538,0,0
0,25.44,25.44,25.0,25.81,0,0,0,0,0.06,0.05,0.06,0.06,380,-0.276923076923,0,0
0,25.44,25.44,25.0,25.69,0,0,0,0,0.07,0.05,0.05,0.07,380,-0.3,0,0
0,25.44,25.44,25.0,25.81,0,0,0,0,0.07,0.05,0.06,0.06,380,-0.276923076923,0,0
0,25.44,25.44,25.0,25.81,0,0,0,0,0.07,0.05,0.06,0.06,380,-0.261538461538,0,0
0,25.44,25.44,24.94,25.75,0,0,0,0,0.07,0.05,0.07,0.06,380,0.0,0,0
0,25.44,25.44,24.94,25.81,0,0,0,0,0.07,0.05,0.06,0.06,380,0.0,0,0
0,25.44,25.44,25.0,25.81,0,0,0,0,0.07,0.05,0.06,0.06,380,0.0,0,0
0,25.38,25.44,25.0,25.75,0,0,0,0,0.07,0.05,0.06,0.07,380,0.0,0,0
0,25.38,25.44,25.0,25.75,0,0,0,0,0.07,0.05,0.07,0.05,380,0.0,0,0
0,25.38,25.44,24.94,25.75,0,0,0,0,0.06,0.05,0.07,0.06,380,0.0,0,0
0,25.38,25.38,25.0,25.88,0,0,0,0,0.07,0.05,0.06,0.06,375,-0.276923076923,0,0
0,25.38,25.44,24.94,25.75,0,0,0,0,0.07,0.05,0.06,0.06,375,-0.3,0,0
0,25.38,25.38,24.94,25.75,0,0,0,0,0.07,0.05,0.07,0.06,380,-0.242307692308,0,0
0,25.38,25.44,24.94,25.75,0,0,0,0,0.07,0.05,0.07,0.06,375,-0.223076923077,0,0
0,25.38,25.38,24.94,25.75,0,0,0,0,0.06,0.05,0.05,0.06,375,-0.0346153846154,0,0
0,25.38,25.38,24.94,25.69,0,0,0,0,0.06,0.05,0.06,0.07,375,-0.0153846153846,0,0
0,25.38,25.38,24.94,25.69,0,0,0,0,0.06,0.05,0.07,0.06,375,-0.0192307692308,0,0
0,25.38,25.38,24.94,25.75,0,0,0,0,0.07,0.05,0.06,0.06,375,-0.0461538461538,0,0
0,25.31,25.38,24.94,25.63,0,0,0,0,0.07,0.05,0.06,0.06,375,0.0,0,0
0,25.38,25.38,24.94,25.75,0,0,0,0,0.08,0.05,0.06,0.06,375,0.0,0,0
0,25.38,25.38,24.94,25.75,0,0,0,0,0.06,0.05,0.06,0.06,375,0.0,0,0
0,25.38,25.38,24.94,25.75,0,0,0,0,0.06,0.05,0.06,0.06,375,0.0,0,0
0,25.31,25.38,24.94,25.69,0,0,0,0,0.07,0.05,0.06,0.06,375,0.0,0,0
0,25.38,25.38,24.94,25.75,0,0,0,0,0.07,0.05,0.07,0.05,375,0.0,0,0
0,25.31,25.38,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,-0.234615384615,0,0
0,25.31,25.38,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,-0.0730769230769,0,0
0,25.31,25.38,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,-0.0576923076923,0,0
0,25.38,25.38,24.88,25.75,0,0,0,0,0.06,0.05,0.07,0.05,370,-0.0653846153846,0,0
0,25.38,25.38,24.88,25.81,0,0,0,0,0.07,0.05,0.06,0.06,370,-0.0384615384615,0,0
0,25.31,25.38,24.88,25.75,0,0,0,0,0.08,0.06,0.06,0.06,370,-0.0423076923077,0,0
0,25.31,25.38,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,-0.0461538461538,0,0
0,25.31,25.38,24.88,25.81,0,0,0,0,0.07,0.05,0.06,0.06,370,0.0,0,0
0,25.38,25.38,24.88,25.75,0,0,0,0,0.07,0.04,0.06,0.05,370,0.0,0,0
0,25.38,25.31,24.88,25.75,0,0,0,0,0.07,0.04,0.06,0.06,370,0.0,0,0
0,25.38,25.31,24.88,25.69,0,0,0,0,0.07,0.05,0.06,0.06,370,0.0,0,0
0,25.31,25.31,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,0.0,0,0
