Label,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.696411671,52,0,0.408871921,11000.0,11,0,1,0,4.0
0,0.0,32,2,0.463610776,7460.0,10,0,1,1,0.0
0,0.0,59,0,0.0,4200.0,7,0,0,0,1.0
0,0.283821988,63,0,0.750200803,1244.0,9,0,0,0,0.0
0,0.155240525,52,0,0.483518065,6946.0,15,0,2,0,1.0
0,0.0,61,0,1.394967177,913.0,11,0,2,0,0.0
0,0.049529205,61,0,542.0,,15,0,0,0,0.0
0,0.947264856,28,0,0.467171717,1187.0,4,0,0,0,0.0
0,0.007501937,63,0,0.278226307,8050.0,13,0,2,0,3.0
0,0.742436041,52,0,0.414081023,9700.0,10,0,2,0,0.0
1,0.991502124,61,10,1.2979007,3000.0,11,2,3,5,1.0
0,0.003851709,81,0,0.000822143,3648.0,1,0,0,0,1.0
0,0.9999999,40,1,0.19170579,3833.0,3,2,0,0,2.0
0,0.799981673,61,3,0.671076012,5064.0,19,0,3,1,0.0
0,0.003625197,78,0,726.0,,8,0,1,0,
0,0.201943642,46,0,0.394460554,10000.0,15,0,2,0,3.0
0,0.745173448,68,0,0.168767792,4917.0,4,0,1,0,0.0
0,0.10088331,52,1,0.280494456,5500.0,6,1,1,0,2.0
0,0.029643294,50,0,0.399106478,9400.0,15,3,4,0,0.0
0,0.058271403,76,0,0.374304267,4311.0,7,0,1,0,0.0
0,0.979521555,55,1,0.467850417,7433.0,11,0,2,2,0.0
0,0.38480769,42,0,0.533099636,7416.0,5,0,1,0,3.0
0,0.183676155,33,0,0.660528423,2497.0,9,0,1,0,0.0
0,0.9999999,73,0,8500.0,0.0,2,0,0,0,0.0
0,0.412657703,66,1,0.195074372,4100.0,7,1,0,0,0.0
0,0.611388611,22,0,0.347066167,800.0,4,0,0,0,0.0
0,0.551889862,42,1,0.790613718,3600.0,18,0,2,0,1.0
1,0.640058527,39,0,0.055984556,9841.0,9,0,0,0,2.0
0,0.0,30,0,0.0,4700.0,1,0,0,0,1.0
0,0.584844623,60,0,0.293637575,6003.0,11,0,1,0,0.0
0,0.9999999,49,1,0.098937721,4800.0,1,0,0,0,4.0
1,0.387065977,51,0,0.350874186,5833.0,12,0,1,2,1.0
0,0.996301651,39,2,0.306101912,10930.0,17,0,0,0,1.0
0,0.063688754,41,0,0.266876688,6665.0,8,0,0,0,1.0
0,0.0,56,0,0.0,6200.0,2,0,0,0,0.0
0,0.005326455,53,0,79.0,0.0,4,0,0,0,0.0
0,0.143316879,70,3,4294.0,,16,0,5,1,0.0
0,0.066778859,67,0,84.0,,7,0,0,0,
0,0.0,49,0,0.62273579,1600.0,10,0,1,0,1.0
0,0.827151013,56,1,0.219974716,8700.0,8,0,0,1,1.0
0,0.02731285,65,0,0.325335893,2083.0,6,0,0,0,0.0
0,0.529411765,26,1,0.017052375,820.0,1,0,0,0,0.0
0,0.359412083,54,0,3.874422899,1082.0,22,0,1,0,0.0
0,0.001019592,83,0,0.00019996,5000.0,10,0,0,0,0.0
0,0.292159285,78,0,605.0,,5,0,0,0,0.0
0,0.9999999,27,0,0.260763359,3274.0,3,0,0,1,2.0
0,0.0,57,0,0.335066493,10000.0,11,0,2,0,3.0
0,0.9999999,32,0,0.132716821,4000.0,1,0,0,0,1.0
0,0.059183801,26,0,0.067061144,1520.0,7,0,0,0,0.0
0,0.211859605,55,0,0.128716003,6323.0,8,0,0,0,1.0
0,0.982477859,36,0,0.508163945,3000.0,3,0,1,0,0.0
0,0.556142972,58,0,0.177274242,3000.0,2,0,0,0,0.0
0,0.075627307,60,0,0.193786454,8400.0,9,0,1,0,0.0
0,0.9999999,48,0,0.165213329,6421.0,0,1,0,0,2.0
0,0.178964154,56,0,0.552930754,6772.0,6,0,1,0,1.0
0,0.715720439,33,0,1.002499107,2800.0,8,0,2,0,0.0
0,0.064097861,56,0,1387.0,,11,0,1,0,0.0
0,0.292567833,64,0,2231.0,0.0,5,0,1,0,0.0
0,0.734284381,45,0,11311.0,0.0,6,0,2,1,0.0
0,0.0,68,0,0.090386385,4347.0,5,0,0,0,0.0
0,0.047294357,57,0,0.447142596,5476.0,14,0,1,0,0.0
0,0.119460647,34,0,0.32224953,6916.0,5,0,1,0,0.0
0,0.717853471,67,0,3174.0,,15,0,3,0,0.0
0,0.000237284,64,0,0.427787663,6743.0,10,0,1,0,0.0
0,0.222472191,30,0,0.589815683,3200.0,4,0,1,0,0.0
0,0.003986049,81,0,0.207164676,3600.0,10,0,1,0,0.0
0,0.452864285,49,0,0.330947228,6006.0,10,0,1,0,1.0
0,0.010186243,47,0,0.022504141,24750.0,7,0,0,0,2.0
0,0.108983159,53,0,0.31035201,4800.0,10,0,1,0,0.0
0,0.011505437,52,0,0.274253271,4050.0,9,0,1,0,0.0
0,0.00339983,63,0,0.262694922,2500.0,5,0,0,0,0.0
0,0.802993617,42,1,0.524458002,9178.0,9,0,1,0,3.0
0,0.9999999,36,0,0.194963754,2620.0,3,0,0,0,0.0
0,0.041366785,45,0,0.224577542,10000.0,8,0,0,0,2.0
0,0.9999999,47,0,0.370691923,3800.0,6,0,0,0,1.0
0,0.03452873,55,0,0.514162132,7166.0,7,0,2,0,1.0
0,0.0,50,0,0.0,6400.0,2,0,0,0,0.0
0,0.016658432,53,0,0.315187201,9000.0,6,0,1,0,0.0
0,0.278636315,47,0,0.587361677,6867.0,22,0,1,0,4.0
0,0.700331051,45,1,0.546448087,8966.0,11,0,2,0,1.0
0,0.0,26,0,346.0,,8,0,0,0,0.0
1,0.878245498,40,0,0.18141723,3400.0,5,0,0,0,1.0
0,0.257067036,37,0,0.291809152,6140.0,6,0,0,0,4.0
0,0.9999999,42,0,0.217236784,2250.0,1,0,0,0,2.0
0,0.001890458,47,3,0.268693009,6579.0,15,0,2,2,1.0
0,0.115428519,41,0,0.278969295,6480.0,12,1,1,1,0.0
0,0.02464305,75,0,0.009947892,4221.0,10,0,0,0,1.0
0,0.016221174,65,0,0.194925029,2600.0,9,0,2,0,3.0
0,0.258812185,35,0,3947.0,,4,0,1,0,0.0
0,0.391214634,39,1,0.287181335,11100.0,8,0,2,0,2.0
0,0.039686202,46,0,7.0,,6,0,0,0,1.0
0,0.50009998,34,0,0.211071821,8200.0,3,0,1,0,0.0
1,0.232226657,59,6,6.094452774,2000.0,16,2,1,2,1.0
0,0.048037041,30,0,2235.0,,5,0,1,0,0.0
0,0.1925349,38,0,0.225741941,12500.0,12,0,2,0,0.0
0,0.218991588,54,0,0.586137954,3000.0,13,0,1,0,0.0
0,0.9999999,43,0,0.129623459,3000.0,1,0,0,0,0.0
0,0.275326535,66,1,0.38317757,5884.0,17,0,1,0,0.0
0,0.026147183,67,0,0.329780147,1500.0,7,0,1,0,0.0
0,0.075327056,62,0,0.071378477,12832.0,7,0,1,0,0.0
0,0.087910156,54,0,0.520623969,20000.0,8,0,3,0,2.0
0,0.007999878,65,0,15.0,,13,0,0,0,0.0
0,0.125014705,66,2,0.404638145,2500.0,4,0,1,0,0.0
0,0.163836164,53,1,0.092762895,2500.0,5,0,0,0,0.0
0,0.9999999,70,0,0.0,,1,0,0,0,
0,0.010751197,76,0,0.117910841,3790.0,17,0,0,0,0.0
0,0.804681521,43,0,0.533815481,10231.0,12,0,2,0,4.0
0,0.28910532,55,0,0.939430965,5728.0,17,0,3,0,0.0
1,0.81054584,57,2,1.141452126,3456.0,29,0,1,1,1.0
0,0.0,45,1,0.012529992,3750.0,8,0,0,0,3.0
0,0.317047101,65,0,0.173402868,2300.0,14,0,0,0,0.0
0,0.186223251,58,1,0.251769464,8900.0,11,0,1,0,3.0
0,0.219540157,31,0,220.0,,4,0,0,0,0.0
0,0.386875937,48,0,0.119083018,20850.0,19,0,0,0,2.0
0,0.058309113,70,0,0.723310676,2500.0,12,0,2,0,0.0
0,0.081312065,65,1,315.0,,6,0,0,0,
0,0.9999999,50,0,0.914857386,2348.0,5,0,1,0,0.0
0,0.726759759,55,0,0.65170345,9333.0,9,0,3,0,2.0
0,0.047286367,69,0,0.012931609,7500.0,5,0,0,0,0.0
0,0.072018143,50,0,1.434782609,2000.0,12,0,1,0,1.0
0,0.392192869,43,0,0.150205533,9000.0,8,0,0,0,2.0
0,0.040253329,54,0,0.401668012,7433.0,12,0,1,0,2.0
0,0.58069462,39,1,0.785196922,4417.0,8,0,2,0,0.0
0,0.141762552,78,0,0.028257457,5732.0,5,0,0,0,0.0
0,0.004195682,45,1,0.478190226,8000.0,12,0,2,0,1.0
1,0.041191762,31,0,0.261369315,2000.0,3,0,0,0,0.0
0,0.015200908,63,0,0.007998609,5750.0,3,0,0,0,0.0
0,0.11327535,54,0,695.0,,5,0,1,0,1.0
1,0.965034965,35,0,0.062791628,7500.0,2,0,1,1,2.0
0,0.124366408,53,0,2196.0,,11,0,3,0,4.0
0,0.036422035,30,0,1756.0,1.0,10,0,2,0,0.0
0,0.147775796,33,0,430.0,,8,0,0,0,0.0
0,0.551440662,44,0,0.418147936,6975.0,14,0,2,0,1.0
0,0.007868766,63,0,1448.0,,6,0,1,0,0.0
1,0.983078225,42,0,0.884470118,4500.0,17,0,2,0,2.0
0,0.714456939,49,2,1.60215311,4179.0,15,0,3,0,3.0
0,0.288425263,77,0,0.533965245,2531.0,8,0,1,0,0.0
0,0.195256512,48,0,0.484398217,5383.0,20,0,3,0,0.0
0,0.846574881,45,0,0.158640227,6000.0,5,0,0,0,2.0
0,0.002427884,77,0,0.238471257,3165.0,13,0,1,0,0.0
0,0.173948934,68,0,3015.0,,7,0,2,0,0.0
0,0.202774562,59,0,6994.0,,23,0,3,0,2.0
0,0.0,39,0,0.055915527,4166.0,5,0,0,0,0.0
0,0.022780051,53,0,0.323067693,10000.0,14,0,2,0,1.0
0,0.472495626,42,0,0.381654964,11250.0,11,0,3,0,3.0
0,0.0,43,0,3278.0,0.0,7,0,3,0,0.0
0,0.099145861,72,0,2430.0,,23,0,2,0,1.0
0,0.685700235,44,0,0.372925415,5000.0,10,0,2,0,0.0
0,0.113400284,31,0,0.254913728,6664.0,9,0,2,0,0.0
0,0.0,83,0,4.0,,5,0,0,0,0.0
0,0.238235664,70,0,1252.0,,11,0,1,0,0.0
0,0.006489024,67,0,0.099890231,12753.0,5,0,1,0,1.0
0,0.241621668,40,0,3228.0,,11,0,2,0,0.0
0,0.892003484,60,0,3955.0,,12,0,2,0,0.0
0,0.018475688,49,0,0.162335066,2500.0,6,0,0,0,1.0
1,0.0,67,0,0.345825195,16383.0,20,0,3,0,1.0
0,0.46273576,64,0,0.575630741,8600.0,32,0,3,0,0.0
0,0.002304248,73,0,4.0,,5,0,0,0,
0,0.008288705,64,0,0.002893975,3800.0,2,0,0,0,0.0
0,0.199666147,49,1,0.684568131,10743.0,15,0,4,0,2.0
0,0.9999999,52,0,0.001938402,4642.0,2,0,0,0,0.0
0,0.0,53,0,1635.0,,6,0,1,0,2.0
0,0.055606878,65,0,2965.0,,5,0,1,0,1.0
0,0.363993614,45,0,0.248252006,13586.0,6,0,2,0,3.0
0,0.027789211,52,0,0.226816225,7666.0,7,0,2,0,2.0
0,0.353103186,45,0,0.878525593,6700.0,22,0,2,0,3.0
0,0.180296867,62,0,1609.0,,11,0,1,0,0.0
0,0.037448128,73,0,2498.0,,4,0,2,0,0.0
0,0.0,60,0,0.254106556,7000.0,9,0,2,0,0.0
1,1.083405734,55,3,0.490218316,3526.0,10,0,1,1,1.0
0,0.688665867,34,0,1.034152436,2400.0,12,0,1,0,3.0
0,0.030141422,52,0,0.090074333,2286.0,6,0,0,0,0.0
0,0.023945636,63,0,0.032692543,8166.0,13,0,1,0,0.0
0,0.029570959,80,0,0.048762191,1332.0,13,0,0,0,0.0
0,0.056334303,63,0,4542.0,,12,0,3,0,0.0
0,0.200990429,45,0,1559.0,,5,0,1,0,0.0
0,0.093446262,80,0,0.123590725,4700.0,14,0,0,0,0.0
0,0.011986243,77,0,0.010284245,7000.0,21,0,0,0,0.0
0,0.0,34,0,0.062897655,5500.0,2,0,0,0,0.0
0,0.933834167,57,2,6696.0,,8,0,2,0,0.0
0,0.06839772,86,0,60.0,,7,0,0,0,0.0
0,0.132240176,59,0,0.549862534,4000.0,9,0,1,0,0.0
0,0.952798882,54,0,0.558740602,6383.0,10,0,1,0,1.0
0,0.034247393,43,0,0.159026599,5300.0,10,0,1,0,1.0
0,0.284951627,52,0,0.380131887,4700.0,9,0,1,0,0.0
0,0.336222047,44,0,0.234941265,4000.0,14,0,0,0,0.0
0,0.205274463,51,0,0.361329834,8000.0,10,0,1,0,0.0
0,0.536461805,45,1,0.142285905,3000.0,3,2,0,0,1.0
0,0.016128599,60,0,1812.0,,8,0,1,1,0.0
0,0.175604436,28,0,28.0,,2,0,0,0,
1,0.922505535,45,0,0.501614046,12700.0,11,0,4,0,1.0
0,0.024378631,52,0,0.150484952,10000.0,4,0,1,0,3.0
0,0.425597312,43,0,0.302766085,3325.0,4,0,1,1,0.0
0,0.087452779,71,0,1959.0,,11,0,1,0,2.0
0,0.9999999,49,0,2883.0,0.0,9,0,2,0,1.0
0,0.982431974,59,5,0.664255618,14239.0,13,0,2,1,2.0
0,0.342056982,70,0,0.626394732,10933.0,13,0,3,0,0.0
0,0.003574848,70,0,0.410062479,6081.0,15,0,1,0,0.0
0,0.186851783,62,0,0.286681021,9752.0,8,0,1,0,0.0
0,0.032998429,30,0,0.004461298,4482.0,1,0,0,0,0.0
0,0.474681259,43,0,0.196592119,4694.0,6,0,0,0,1.0
0,0.356634904,49,1,0.458135466,4000.0,11,0,2,0,0.0
1,0.537417139,38,1,2748.0,,5,3,1,3,0.0
0,0.318112126,60,0,0.020152792,7591.0,2,0,0,0,0.0
0,0.039753447,66,0,0.243919633,2836.0,15,0,0,0,0.0
0,0.006796192,77,0,0.41393079,2253.0,13,0,1,0,0.0
0,0.30428262,32,0,0.274722886,4600.0,8,0,1,0,0.0
0,0.017832739,38,0,0.003870718,5166.0,4,0,0,0,1.0
0,0.006838698,43,0,0.527266028,2713.0,7,0,1,0,1.0
0,0.056476222,59,0,3612.0,,7,0,2,0,0.0
0,0.9999999,39,3,0.112225335,6780.0,5,0,0,0,0.0
1,0.768820786,25,1,0.569584736,1781.0,6,0,0,0,0.0
0,0.162218632,49,0,0.459160129,4333.0,9,0,2,0,1.0
0,0.267703359,49,0,0.021265054,9216.0,4,0,0,0,1.0
0,0.407186096,46,0,0.512998,6500.0,14,0,3,0,2.0
0,0.911663333,37,0,0.632308212,5917.0,11,0,2,0,3.0
0,0.909043376,42,0,0.422447194,8000.0,11,0,2,0,0.0
0,0.162704663,36,0,0.043175147,8175.0,9,0,0,0,4.0
0,0.009937069,76,0,0.327737096,5598.0,16,0,2,0,0.0
0,0.032233653,70,0,142.0,,6,0,1,0,0.0
0,0.001128491,81,1,4546.0,,13,0,5,0,0.0
0,0.01783591,80,0,1062.0,,13,0,2,0,0.0
1,0.9999999,55,0,0.025398541,3700.0,1,2,0,1,0.0
0,0.0,60,0,0.203310743,9000.0,7,0,2,0,1.0
0,0.655344655,35,0,0.294355859,3950.0,6,0,0,0,2.0
0,0.846163759,47,0,0.571108043,5793.0,12,0,1,0,0.0
0,0.9999999,24,0,602.0,,0,0,0,0,0.0
0,0.906381727,50,0,5317.0,,16,0,2,0,2.0
0,0.033934804,57,0,5354.0,,9,0,2,0,4.0
1,0.680161943,47,4,0.378735696,9000.0,7,0,1,0,2.0
0,0.9999999,55,0,0.958208358,5000.0,8,0,3,0,0.0
0,0.288158053,38,0,0.494088583,5666.0,5,0,2,0,1.0
0,0.017639294,89,0,0.007223476,2214.0,6,0,0,0,0.0
0,0.86234251,34,0,0.370256803,5217.0,6,0,1,1,2.0
0,0.239984263,33,0,0.553889222,5000.0,6,0,1,0,1.0
0,0.291790743,37,0,4729.0,,6,0,2,0,0.0
0,0.007329357,68,0,0.145237897,12000.0,20,0,1,0,0.0
0,0.068063285,52,0,0.226804124,3200.0,12,0,2,0,0.0
0,0.271030817,49,0,3.214642263,600.0,12,0,2,0,2.0
1,0.966777409,40,2,0.90261115,2833.0,5,3,1,1,2.0
0,0.012535778,67,0,1876.0,,12,0,1,0,0.0
0,0.279617729,59,2,0.15028584,9095.0,6,0,1,0,1.0
0,0.343657564,58,2,0.316710411,8000.0,14,0,1,0,0.0
0,0.442308844,43,0,0.063498247,5133.0,4,0,0,1,1.0
0,0.004222228,77,0,0.002671416,1122.0,5,0,0,0,0.0
0,0.08628288,61,0,0.310054326,12700.0,10,0,3,0,0.0
0,0.017289927,49,0,0.31778037,6000.0,13,0,1,0,1.0
0,0.041683931,44,0,0.796093932,4300.0,10,0,4,0,1.0
0,0.013843317,39,0,0.00259948,5000.0,2,0,0,0,0.0
0,0.640208437,39,0,2441.0,,7,0,1,0,0.0
0,0.9999999,46,0,47.0,0.0,0,0,0,0,3.0
0,0.702136617,56,0,0.242281682,3400.0,8,0,1,0,0.0
0,0.01292519,54,0,0.00235248,5100.0,9,0,0,0,3.0
0,0.757516147,43,2,0.944422231,2500.0,9,0,1,0,5.0
0,0.377588854,34,0,0.117312917,4048.0,5,0,0,0,0.0
0,0.20223306,70,2,0.657354741,41666.0,22,0,5,0,1.0
0,0.054585904,44,0,1000.0,,13,0,0,0,2.0
0,0.023248838,36,0,0.088126389,4050.0,4,0,0,0,0.0
1,0.627858098,54,0,0.164475316,4030.0,6,0,0,0,1.0
0,0.030802321,51,0,0.751294548,6565.0,11,0,2,0,0.0
0,0.201663466,67,0,882.0,,6,0,1,0,0.0
0,0.091788469,59,0,4050.0,,9,0,3,0,3.0
0,0.191958515,45,0,0.318833764,8505.0,4,0,1,0,1.0
1,0.930232558,74,2,0.32247662,3100.0,6,0,0,0,0.0
0,0.156203563,36,1,4179.0,,7,0,2,0,0.0
0,0.128049492,46,1,0.519285488,6325.0,12,0,3,0,4.0
0,0.077708073,74,0,0.16712694,10500.0,14,0,1,0,0.0
0,0.247964787,59,0,0.324075103,9000.0,4,0,2,0,0.0
0,0.516420752,40,4,0.016135705,2416.0,7,1,0,0,2.0
0,0.003747538,43,0,2212.0,,14,0,1,0,3.0
1,0.9999999,35,3,0.353441093,6000.0,5,2,0,1,1.0
0,0.070822483,31,0,0.085240726,3800.0,10,0,0,0,0.0
0,0.05778174,54,0,0.505247376,2000.0,9,0,1,0,0.0
0,0.058047098,47,0,0.066564358,10425.0,3,0,0,0,3.0
0,0.890043982,58,0,0.074574021,4518.0,6,0,0,0,0.0
0,0.16069133,37,0,2565.0,,5,0,2,0,0.0
0,0.032336822,72,0,36.0,,4,0,0,0,
0,0.414240261,61,0,0.136463194,10500.0,14,0,2,0,0.0
0,0.571642103,41,0,0.315460567,8000.0,7,0,0,0,2.0
0,0.027700831,66,0,0.635515265,7500.0,10,0,2,0,1.0
0,0.9999999,46,0,0.441378143,11812.0,5,0,2,0,0.0
0,0.9999999,47,0,0.384359401,1201.0,3,0,0,0,0.0
0,0.946352367,30,3,886.0,0.0,9,0,0,0,1.0
0,0.708590351,48,0,0.277909927,12611.0,11,0,2,0,3.0
0,0.023907646,65,0,0.309335963,9125.0,14,0,2,0,0.0
0,0.184182617,73,0,0.355906118,5197.0,6,0,1,0,0.0
0,0.141188966,37,0,0.596839219,6200.0,22,0,2,0,1.0
0,0.028853136,79,0,74.0,,8,0,0,0,
0,0.032604458,66,0,0.641991925,5200.0,9,0,0,0,0.0
0,0.0,67,0,0.195850519,8000.0,5,0,1,0,0.0
0,0.891824326,45,0,0.473099828,9906.0,12,0,2,2,0.0
0,0.074767296,47,0,0.20913047,12178.0,16,0,1,0,3.0
0,0.217125715,60,0,3118.0,,8,0,2,0,0.0
0,0.225189112,46,0,0.406138107,11729.0,9,0,3,0,3.0
0,0.006046879,60,0,0.008248969,5333.0,5,0,0,0,1.0
0,0.720190134,37,0,0.73364486,5563.0,6,0,1,0,2.0
0,0.014566524,61,0,1475.0,,11,0,1,0,2.0
0,0.000416655,80,0,0.0,6500.0,2,0,0,0,0.0
0,0.695345414,61,0,0.536807899,8000.0,11,0,1,0,1.0
0,0.9999999,23,0,0.188784009,1800.0,2,0,0,0,0.0
0,0.0,55,0,785.0,,4,0,0,0,0.0
0,0.006702442,53,0,0.004881025,4916.0,6,0,0,0,0.0
0,0.972881909,46,3,0.769292283,2500.0,8,0,0,4,3.0
0,0.036158699,46,0,0.261712095,4695.0,6,0,1,0,0.0
0,0.024731104,48,0,1230.0,,6,0,1,0,3.0
0,0.001101664,58,0,0.396172522,3500.0,6,0,2,0,0.0
0,0.105844684,45,4,0.377848317,8820.0,25,0,2,0,1.0
0,0.311908921,57,0,0.038740315,4000.0,1,0,0,0,1.0
0,0.070773663,84,2,1332.0,,9,1,1,0,0.0
0,0.663605086,62,0,0.572717024,6208.0,13,0,1,0,1.0
0,0.013427579,66,2,2143.0,,12,0,1,0,0.0
0,0.301349325,44,0,845.0,,2,0,1,0,0.0
0,0.951575711,29,0,0.873503384,1920.0,9,0,1,2,0.0
0,0.864257488,42,3,0.326148547,18000.0,15,0,2,0,5.0
0,0.0,40,0,0.265091864,5333.0,5,0,1,0,1.0
0,0.501810178,63,0,4903.0,,24,0,2,0,0.0
0,0.092003582,55,0,0.396001111,3600.0,4,0,1,0,0.0
0,0.108642811,48,0,0.283612429,10330.0,7,0,2,0,2.0
0,0.444712481,74,0,0.333703621,4500.0,13,0,0,0,0.0
0,0.306986638,67,0,0.38263478,12000.0,12,0,2,0,0.0
0,0.005561378,45,0,0.269341332,8000.0,13,0,1,0,0.0
0,0.353357583,40,0,0.691030897,10000.0,10,0,4,0,6.0
0,0.009207934,52,0,2897.0,,10,0,2,0,0.0
0,0.663486051,37,0,0.023032939,37250.0,10,0,0,0,0.0
1,0.9999999,36,0,1.018654231,1500.0,3,1,1,1,0.0
0,0.896034846,59,0,0.603015899,6100.0,10,0,1,0,0.0
0,0.014899255,62,0,863.0,,6,0,1,0,0.0
0,0.96289138,61,4,0.509008389,7270.0,12,0,2,0,0.0
0,0.106091621,49,0,1.013997201,5000.0,11,0,3,0,2.0
0,0.003503268,41,0,0.552093899,6900.0,17,0,3,0,2.0
0,0.309359655,48,0,0.27257345,6500.0,8,0,0,0,2.0
0,0.0,62,0,0.491100593,15000.0,12,0,5,0,2.0
0,0.029883804,63,0,0.246119734,3156.0,12,0,1,0,1.0
0,0.025949954,36,0,2629.0,,5,0,1,0,0.0
0,0.057661862,57,1,0.373539868,3937.0,3,0,1,0,0.0
0,0.750260362,59,0,0.212889356,20000.0,6,0,2,0,0.0
0,0.0,62,0,0.419201786,3582.0,8,0,2,0,0.0
0,0.248978185,50,1,458.0,,9,0,0,0,1.0
0,0.017927435,53,0,0.20097129,7000.0,10,0,0,0,3.0
0,0.0,35,0,0.295863593,3166.0,5,0,0,2,2.0
0,0.160898806,36,0,2.512269939,325.0,11,0,1,0,0.0
0,0.106363121,45,0,0.287671233,10000.0,5,0,2,0,5.0
0,0.9999999,33,0,0.456089277,2060.0,5,0,1,0,0.0
0,0.122276134,57,0,0.203054878,12700.0,8,0,3,0,1.0
0,0.57489301,50,0,0.057683967,6916.0,8,0,0,0,0.0
0,0.02699775,50,0,1486.0,,5,0,1,0,2.0
0,0.010916837,42,0,0.055185284,3750.0,8,0,0,0,0.0
0,0.868221661,41,1,0.643547189,4036.0,9,3,0,4,1.0
0,0.41835095,39,0,0.285777113,11368.0,10,0,1,0,4.0
0,0.466997893,71,0,0.362135177,7811.0,9,0,1,0,0.0
0,0.604052535,57,0,0.463719766,7193.0,14,0,2,0,0.0
0,0.073441724,45,0,0.006320977,9333.0,3,0,0,0,2.0
0,0.0,59,0,0.408073991,8000.0,13,0,2,0,0.0
0,0.338668226,51,0,3410.0,,16,0,2,0,0.0
1,0.9999999,62,1,0.363481644,4112.0,5,0,1,1,1.0
0,0.050802925,74,0,0.005395463,16309.0,6,0,0,0,0.0
0,0.164283572,71,0,0.00959808,5000.0,2,0,0,0,0.0
0,0.015856388,74,0,0.009059669,3200.0,9,0,0,0,0.0
0,0.533255896,54,0,0.218573046,4414.0,5,0,0,0,0.0
0,0.0,30,0,0.094795539,2689.0,3,0,0,0,0.0
0,0.373872684,52,0,2055.0,,4,0,2,0,0.0
0,0.288011315,43,0,0.297925519,4000.0,8,0,0,0,2.0
0,0.4138049,60,0,0.816818357,7800.0,13,0,3,0,0.0
