Label,S1_Temp,S2_Temp,S3_Temp,S4_Temp,S1_Light,S2_Light,S3_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR
0,25.06,25.06,24.56,25.13,4,4,20,14,0.08,0.04,0.05,0.09,345,0.0,0,0
0,25.25,25.31,24.69,25.63,0,0,0,0,0.06,0.04,0.06,0.06,360,0.0,0,0
0,25.13,25.13,24.56,25.31,0,0,0,0,0.07,0.05,0.06,0.05,360,0.0,0,0
0,25.13,25.19,24.63,25.5,0,0,0,0,0.08,0.05,0.06,0.06,360,0.0,0,0
0,25.44,25.44,25.13,26.0,0,0,0,0,0.08,0.05,0.06,0.1,355,0.0846153846154,0,0
2,26.19,25.75,25.75,26.38,115,24,179,11,0.54,1.24,0.21,0.81,750,1.17692307692,1,1
0,25.06,25.13,24.5,25.44,2,2,13,8,0.07,0.05,0.07,0.06,360,0.0461538461538,0,0
0,25.44,25.44,24.94,25.56,0,0,0,0,0.06,0.05,0.06,0.05,370,0.0,0,0
0,25.13,25.13,24.63,25.25,0,0,0,0,0.08,0.04,0.06,0.09,345,0.0,0,0
0,25.31,25.31,24.94,25.44,0,0,0,0,0.07,0.05,0.05,0.09,350,-0.253846153846,0,0
0,25.5,25.44,25.13,25.63,0,0,0,0,0.07,0.04,0.06,0.09,385,-0.234615384615,0,0
0,25.38,25.38,25.31,26.06,19,24,83,59,0.07,0.05,0.05,0.11,355,0.0,0,0
0,25.13,25.19,24.56,25.38,0,0,0,0,0.08,0.05,0.07,0.1,355,-0.0615384615385,0,0
0,25.31,25.31,24.81,25.63,0,0,0,0,0.06,0.05,0.06,0.06,360,0.0,0,0
0,25.38,25.38,25.0,25.5,0,0,0,0,0.07,0.05,0.06,0.08,360,-0.196153846154,0,0
2,26.25,26.13,25.94,26.25,115,19,182,7,1.19,0.29,1.09,0.35,1015,-1.22307692308,1,1
0,25.13,25.13,24.56,25.19,0,0,0,0,0.08,0.05,0.06,0.08,345,0.0,0,0
0,25.25,25.25,24.75,25.56,0,0,0,0,0.08,0.06,0.06,0.1,355,0.0,0,0
0,25.25,25.25,24.69,25.56,0,0,0,0,0.07,0.05,0.06,0.06,360,0.0,0,0
0,25.38,25.44,25.06,25.88,0,0,0,0,0.08,0.05,0.07,0.1,355,-0.0307692307692,0,0
0,25.31,25.31,24.88,25.69,0,0,0,0,0.07,0.05,0.06,0.1,355,0.0,0,0
0,25.25,25.25,25.13,25.88,16,20,72,52,0.08,0.05,0.06,0.1,355,0.0,0,0
0,25.19,25.19,24.63,25.44,0,0,0,0,0.09,0.05,0.06,0.06,360,0.0,0,0
0,25.63,25.69,25.31,25.75,0,0,0,0,0.07,0.05,0.05,0.08,610,-1.33846153846,0,0
0,25.5,25.56,25.13,25.69,0,0,0,0,0.06,0.04,0.06,0.06,400,-1.37307692308,0,0
0,25.19,25.19,24.75,25.31,0,0,0,0,0.07,0.04,0.05,0.09,345,0.0,0,0
0,25.06,25.19,24.5,25.44,2,2,14,9,0.06,0.05,0.06,0.07,360,-0.0230769230769,0,0
0,25.88,26.94,25.56,26.31,14,15,70,51,0.08,0.07,0.09,0.06,580,-2.91153846154,0,0
0,25.06,25.06,24.63,25.56,9,10,44,29,0.08,0.04,0.06,0.09,355,0.0,0,0
0,25.69,25.69,25.31,25.88,0,0,0,0,0.06,0.05,0.05,0.06,605,-2.79230769231,0,0
0,25.25,25.25,24.81,25.38,0,0,0,0,0.07,0.05,0.05,0.09,345,0.0,0,0
0,25.19,25.25,24.75,25.25,0,0,0,0,0.07,0.05,0.06,0.09,345,0.0,0,0
0,25.13,25.13,24.63,25.25,0,0,0,0,0.08,0.05,0.06,0.09,345,0.0,0,0
0,25.44,25.44,25.06,25.56,0,0,0,0,0.07,0.05,0.05,0.09,375,-0.261538461538,0,0
0,25.25,25.19,24.69,25.56,0,0,0,0,0.07,0.06,0.06,0.06,360,-0.161538461538,0,0
3,25.88,26.13,25.75,25.88,146,237,185,26,0.17,0.66,0.32,0.09,780,1.60769230769,1,1
0,25.13,25.13,24.5,25.38,1,1,7,5,0.07,0.05,0.06,0.06,360,0.157692307692,0,0
0,25.13,25.13,24.5,25.31,0,0,0,0,0.07,0.05,0.06,0.06,360,0.0,0,0
0,25.94,26.0,25.75,26.31,14,18,82,51,0.08,0.05,0.07,0.07,715,-2.55,0,0
0,25.44,25.44,25.13,26.0,0,0,0,0,0.08,0.05,0.06,0.1,350,-0.1,0,0
0,25.5,25.5,25.06,25.81,0,0,0,0,0.08,0.04,0.06,0.07,390,-0.415384615385,0,0
3,25.81,26.0,25.75,25.94,2,3,13,10,0.37,0.92,0.23,0.09,760,1.87307692308,0,0
0,25.38,25.38,25.0,25.81,0,0,0,0,0.08,0.05,0.06,0.09,355,0.0,0,0
0,25.38,25.38,24.88,25.75,0,0,0,0,0.07,0.04,0.06,0.07,365,0.0,0,0
0,25.38,25.38,24.94,25.75,0,0,0,0,0.06,0.05,0.06,0.06,375,0.0,0,0
0,25.31,25.25,24.81,25.63,0,0,0,0,0.07,0.05,0.06,0.06,365,0.0,0,0
0,25.13,25.13,24.56,25.19,0,0,0,0,0.07,0.04,0.05,0.09,345,0.0,0,0
1,25.94,26.81,25.5,26.31,119,24,40,29,0.46,0.14,0.06,0.1,450,1.38846153846,0,0
0,25.44,25.44,24.94,25.75,0,0,0,0,0.08,0.05,0.07,0.06,370,-0.0538461538462,0,0
3,25.75,26.31,25.56,25.75,8,9,32,29,0.14,0.12,0.13,0.11,465,2.65,0,1
3,25.69,26.44,25.56,25.75,9,9,50,31,0.4,0.93,0.09,0.09,420,2.24230769231,1,1
0,25.0,25.06,24.63,25.44,9,9,43,29,0.08,0.05,0.06,0.1,355,0.0,0,0
0,25.38,25.38,25.0,25.5,0,0,0,0,0.08,0.04,0.05,0.09,360,-0.138461538462,0,0
0,25.13,25.13,24.56,25.31,0,0,0,0,0.08,0.05,0.06,0.06,360,-0.0807692307692,0,0
0,25.38,25.38,24.88,25.69,0,0,0,0,0.06,0.05,0.06,0.07,365,0.0,0,0
0,25.13,25.13,24.5,25.44,0,0,2,1,0.06,0.05,0.06,0.07,360,0.0192307692308,0,0
0,25.44,25.44,25.38,26.13,9,11,45,33,0.07,0.05,0.06,0.09,355,0.0,0,0
0,25.19,25.19,24.63,25.44,0,0,0,0,0.07,0.05,0.06,0.1,355,0.0,0,0
0,25.13,25.13,24.81,25.75,11,13,54,38,0.08,0.04,0.07,0.1,355,0.0,0,0
3,25.81,26.0,25.69,25.88,5,5,28,18,0.09,0.08,0.63,0.11,635,2.81153846154,1,1
0,25.75,25.94,25.5,25.81,0,0,0,0,0.07,0.05,0.05,0.08,760,-2.18461538462,0,0
0,25.19,25.19,24.63,25.44,0,0,0,0,0.08,0.05,0.06,0.09,355,0.0,0,0
0,25.5,25.56,25.13,25.63,0,0,0,0,0.06,0.04,0.06,0.06,410,-1.46538461538,0,0
0,25.38,25.38,25.0,25.88,0,0,0,0,0.08,0.05,0.06,0.1,355,0.0,0,0
0,25.19,25.19,24.94,25.88,12,14,55,40,0.08,0.05,0.07,0.1,355,0.0,0,0
0,25.19,25.25,24.75,25.25,0,0,0,0,0.07,0.05,0.05,0.09,345,0.0,0,0
0,25.25,25.25,24.75,25.63,0,0,0,0,0.07,0.06,0.06,0.06,365,0.0,0,0
0,25.25,25.31,24.81,25.31,0,0,0,0,0.07,0.04,0.05,0.08,345,0.0,0,0
3,25.88,26.06,25.75,25.94,3,3,18,11,0.2,0.05,0.1,0.09,760,2.94615384615,0,0
0,25.25,25.25,25.13,25.88,16,20,73,52,0.07,0.05,0.06,0.09,355,0.0,0,0
0,25.31,25.31,24.88,25.44,0,0,0,0,0.07,0.04,0.05,0.09,345,0.0,0,0
0,25.19,25.19,24.94,25.88,15,17,67,47,0.08,0.05,0.06,0.08,355,0.0,0,0
0,25.63,25.69,25.25,25.88,0,0,0,0,0.08,0.06,0.06,0.06,575,-1.58461538462,0,0
0,25.31,25.31,25.25,26.0,15,20,68,49,0.08,0.06,0.06,0.11,355,0.0,0,0
1,26.06,25.69,25.63,26.31,117,27,45,26,0.07,0.05,0.06,0.06,615,0.869230769231,0,0
0,25.13,25.13,24.56,25.31,0,0,0,0,0.08,0.05,0.06,0.07,360,0.0,0,0
3,26.31,26.44,26.0,26.38,147,234,178,10,0.52,0.17,0.13,0.1,970,4.35,0,0
0,25.13,25.13,24.69,25.5,7,7,36,24,0.07,0.06,0.06,0.06,360,0.0307692307692,0,0
3,26.31,27.5,26.06,26.38,150,238,180,11,1.86,0.66,0.66,0.32,1200,2.08076923077,0,0
3,26.0,27.75,25.81,26.25,162,247,254,69,0.56,2.61,2.24,0.75,880,1.36538461538,1,1
0,25.38,25.38,25.25,26.06,18,22,78,57,0.07,0.05,0.06,0.1,355,0.0,0,0
3,26.19,27.19,26.06,26.31,165,255,280,73,0.09,0.43,0.18,0.07,965,1.53461538462,0,1
0,25.44,25.44,25.31,26.19,1,2,10,7,0.07,0.05,0.06,0.1,350,0.0,0,0
0,25.19,25.19,24.63,25.5,0,0,0,0,0.06,0.05,0.06,0.06,360,0.0115384615385,0,0
0,25.13,25.06,24.56,25.19,0,0,0,0,0.07,0.04,0.06,0.09,345,0.0,0,0
0,25.81,25.69,25.44,26.0,0,0,0,0,0.07,0.05,0.06,0.07,710,-2.01153846154,0,0
0,25.81,25.75,25.44,26.06,0,0,0,0,0.06,0.04,0.05,0.07,725,-2.15384615385,0,0
0,25.06,25.13,24.56,25.56,6,6,32,21,0.06,0.05,0.06,0.07,360,0.0,0,0
0,25.63,25.56,25.19,25.81,0,0,0,0,0.06,0.05,0.06,0.06,450,-2.24615384615,0,0
0,25.19,25.19,24.94,25.81,14,17,65,46,0.08,0.05,0.06,0.07,360,-0.0269230769231,0,0
1,26.06,25.75,25.56,26.31,119,29,52,31,0.08,0.05,0.07,0.06,595,0.219230769231,0,0
0,25.0,25.0,24.5,25.38,3,4,18,13,0.08,0.05,0.06,0.06,355,-0.00769230769231,0,0
2,26.06,27.19,25.5,26.44,161,249,78,58,1.63,2.74,0.62,0.78,610,1.06153846154,1,0
0,25.56,25.56,25.13,25.88,0,0,0,0,0.07,0.05,0.06,0.07,430,-1.08076923077,0,0
1,26.06,25.75,25.56,26.31,117,27,45,26,0.07,0.05,0.07,0.06,610,0.626923076923,0,0
0,25.19,25.19,24.69,25.19,0,0,0,0,0.07,0.05,0.05,0.09,345,0.0,0,0
0,25.81,25.75,25.38,26.0,0,0,0,0,0.07,0.05,0.06,0.06,705,-1.66153846154,0,0
0,25.75,26.81,25.5,26.19,9,9,49,36,0.08,0.06,0.05,0.06,430,-1.37307692308,0,0
0,25.31,25.31,24.94,25.44,0,0,0,0,0.07,0.05,0.05,0.08,345,-0.157692307692,0,0
0,25.88,25.94,25.56,26.06,0,0,0,0,0.07,0.05,0.06,0.07,840,-3.31538461538,0,0
1,25.0,24.81,24.56,25.5,101,34,57,43,3.84,0.64,0.48,0.39,390,-0.188461538462,1,1
0,25.06,25.06,24.56,25.19,0,0,0,0,0.08,0.04,0.05,0.09,345,0.0,0,0
0,25.31,25.31,24.94,25.44,0,0,0,0,0.07,0.05,0.06,0.08,350,-0.242307692308,0,0
0,25.13,25.06,24.63,25.38,6,6,33,22,0.08,0.04,0.08,0.1,350,0.0,0,0
0,25.31,25.38,24.94,25.81,0,0,0,0,0.08,0.05,0.06,0.09,355,0.0,0,0
1,26.06,26.75,25.56,26.31,118,22,33,22,0.06,0.05,0.11,0.06,490,0.738461538462,0,0
1,26.0,25.81,25.63,26.31,120,33,67,42,0.1,0.05,0.06,0.06,565,-0.407692307692,0,0
0,25.13,25.13,24.75,25.63,10,11,50,35,0.08,0.06,0.06,0.06,360,-0.0692307692308,0,0
2,26.0,26.0,25.38,26.25,161,252,81,61,0.42,0.97,0.89,0.23,555,5.10769230769,0,0
0,25.06,25.06,24.69,25.25,6,7,33,22,0.08,0.05,0.05,0.09,345,0.0,0,0
3,25.69,26.19,25.56,25.75,8,8,30,29,0.14,0.57,0.2,0.09,475,2.67307692308,0,1
0,25.13,25.06,24.56,25.19,0,0,0,0,0.08,0.05,0.06,0.08,345,0.0,0,0
0,25.44,25.38,25.0,25.75,0,0,0,0,0.06,0.05,0.06,0.06,370,-0.0576923076923,0,0
0,25.31,25.38,24.94,25.75,0,0,0,0,0.07,0.05,0.08,0.09,355,0.0,0,0
1,26.06,26.81,25.56,26.38,119,22,30,22,0.29,0.07,0.07,0.07,490,0.876923076923,0,0
0,25.44,25.44,25.38,26.19,11,14,58,42,0.08,0.05,0.07,0.1,355,0.0,0,0
0,25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.05,0.06,0.1,355,0.0,0,0
0,25.31,25.38,24.88,25.75,0,0,0,0,0.06,0.05,0.06,0.06,370,-0.0346153846154,0,0
0,25.13,25.13,24.5,25.44,0,0,2,1,0.06,0.05,0.06,0.06,355,0.0192307692308,0,0
0,25.06,25.13,24.56,25.44,5,5,25,17,0.06,0.04,0.05,0.07,360,0.0,0,0
0,25.25,25.25,24.69,25.63,0,0,0,0,0.07,0.06,0.06,0.06,360,0.0,0,0
0,25.56,25.56,25.19,25.81,0,0,0,0,0.07,0.04,0.06,0.07,450,-1.03076923077,0,0
0,25.19,25.19,24.81,25.31,0,0,0,0,0.07,0.04,0.06,0.08,345,0.0,0,0
3,25.81,26.06,25.69,25.88,5,5,29,17,0.11,0.5,0.09,0.09,655,2.88846153846,0,1
0,25.06,25.06,24.44,25.31,0,0,6,4,0.08,0.05,0.06,0.06,355,0.0,0,0
0,25.94,26.13,25.63,26.13,0,0,0,0,0.08,0.05,0.07,0.07,950,-2.77692307692,0,0
0,25.25,25.25,24.75,25.63,0,0,0,0,0.08,0.05,0.06,0.1,355,0.0,0,0
0,25.44,25.44,25.0,25.75,0,0,0,0,0.07,0.05,0.07,0.07,380,0.0,0,0
0,25.44,25.44,25.13,26.06,0,0,0,0,0.08,0.06,0.07,0.09,350,-0.134615384615,0,0
0,25.06,25.0,24.44,25.38,4,4,20,14,0.08,0.05,0.06,0.06,355,0.0461538461538,0,0
0,25.5,25.5,25.13,25.88,0,0,0,0,0.06,0.04,0.06,0.06,405,-0.55,0,0
0,25.81,26.88,25.56,26.25,11,11,59,43,0.08,0.06,0.06,0.06,485,-1.89230769231,0,0
0,25.44,25.44,25.38,26.13,15,20,74,53,0.08,0.06,0.07,0.1,355,0.0,0,0
0,25.56,25.63,25.25,25.69,0,0,0,0,0.08,0.05,0.06,0.09,530,-2.65769230769,0,0
0,25.19,25.19,24.69,25.25,0,0,0,0,0.06,0.05,0.06,0.08,345,0.0,0,0
0,25.06,25.06,24.5,25.19,2,3,14,9,0.08,0.05,0.05,0.09,345,0.0,0,0
0,25.06,25.06,24.63,25.31,6,6,32,22,0.07,0.05,0.07,0.1,350,0.0,0,0
0,25.13,25.13,24.56,25.25,0,0,0,0,0.08,0.05,0.07,0.06,360,0.0,0,0
0,25.38,25.31,24.81,25.69,0,0,0,0,0.07,0.05,0.06,0.06,365,-0.0730769230769,0,0
0,25.44,25.44,25.25,26.13,0,0,6,5,0.07,0.05,0.06,0.1,350,0.0,0,0
0,25.38,25.44,25.06,25.88,0,0,0,0,0.08,0.05,0.06,0.1,355,0.0,0,0
0,25.44,25.44,25.25,26.06,0,0,0,0,0.07,0.05,0.06,0.09,350,0.0,0,0
0,25.06,25.06,24.56,25.13,1,1,10,6,0.08,0.05,0.06,0.1,350,0.0,0,0
0,25.31,25.31,24.88,25.38,0,0,0,0,0.07,0.04,0.05,0.09,345,0.0,0,0
0,25.19,25.19,24.63,25.5,0,0,0,0,0.08,0.05,0.06,0.1,355,-0.0807692307692,0,0
0,25.13,25.13,24.75,25.69,9,10,45,30,0.08,0.05,0.07,0.05,360,0.134615384615,0,0
0,26.13,26.44,25.88,26.25,0,0,0,0,0.07,0.05,0.07,0.06,1120,-5.42307692308,0,0
0,25.56,25.5,25.25,25.63,0,0,0,0,0.07,0.05,0.06,0.09,485,-1.48846153846,0,0
0,25.44,25.44,25.19,26.0,0,0,0,0,0.08,0.05,0.06,0.11,355,0.111538461538,0,0
2,26.0,26.0,25.44,26.25,161,252,82,61,1.5,1.4,0.46,0.49,545,5.03461538462,0,0
0,25.13,25.13,24.63,25.44,6,7,35,23,0.08,0.05,0.07,0.06,360,7.69801162017e-19,0,0
0,25.06,25.13,24.5,25.44,1,1,8,5,0.07,0.05,0.06,0.06,360,0.157692307692,0,0
0,25.44,25.44,25.06,25.56,0,0,0,0,0.07,0.04,0.06,0.08,375,-0.176923076923,0,0
0,25.69,25.75,25.38,25.75,0,0,0,0,0.07,0.04,0.05,0.09,670,-2.74615384615,0,0
0,25.44,25.44,25.13,26.06,0,0,0,0,0.08,0.06,0.07,0.11,350,-0.0307692307692,0,0
0,25.44,25.44,24.94,25.69,0,0,0,0,0.06,0.05,0.06,0.07,370,0.0,0,0
0,25.19,25.25,24.63,25.63,0,0,0,0,0.06,0.06,0.07,0.06,360,0.0,0,0
0,25.31,25.31,25.25,26.0,17,20,72,53,0.07,0.05,0.06,0.1,355,0.0,0,0
0,25.94,27.0,25.5,26.31,14,14,67,49,0.08,0.06,0.06,0.09,645,-0.407692307692,0,0
0,25.19,25.13,24.63,25.5,0,0,0,0,0.08,0.05,0.06,0.06,360,0.0,0,0
0,25.25,25.31,24.75,25.63,0,0,0,0,0.07,0.05,0.06,0.06,360,0.0,0,0
0,25.44,25.44,25.38,26.19,3,3,17,12,0.08,0.05,0.06,0.1,350,-0.0461538461538,0,0
0,25.75,25.75,25.38,26.0,0,0,0,0,0.07,0.04,0.06,0.06,700,-1.88076923077,0,0
0,25.56,25.56,25.13,25.81,0,0,0,0,0.07,0.05,0.07,0.06,460,-0.992307692308,0,0
0,25.5,25.5,25.13,25.63,0,0,0,0,0.07,0.04,0.05,0.09,390,-1.66538461538,0,0
0,25.06,25.06,24.56,25.06,2,2,14,9,0.09,0.05,0.06,0.1,350,0.0,0,0
0,25.5,25.44,25.06,25.56,0,0,0,0,0.07,0.05,0.06,0.08,380,-0.126923076923,0,0
0,25.25,25.31,24.81,25.38,0,0,0,0,0.06,0.04,0.05,0.08,345,0.0,0,0
