Label,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.0,44,0,159.0,,2,0,0,0,0.0
0,0.401704653,52,0,0.892573901,4160.0,9,0,2,0,0.0
0,0.641451676,47,3,0.357964204,10000.0,8,0,2,0,1.0
0,0.012548185,51,0,0.50224043,7810.0,18,0,2,0,4.0
0,0.146462218,78,0,446.0,,9,0,0,0,0.0
0,0.208604687,69,0,2011.0,,5,0,1,0,0.0
0,0.090521264,30,0,0.146425073,4083.0,5,0,0,0,1.0
0,0.16459177,48,0,0.409464743,7416.0,3,0,2,0,2.0
0,0.068723282,55,0,0.257537123,6666.0,19,0,1,0,1.0
1,0.797666788,28,0,0.287599602,4015.0,6,0,0,0,0.0
0,0.217758685,57,0,0.156140643,6000.0,12,0,0,0,1.0
0,0.025347364,34,0,0.292905272,7568.0,8,0,1,0,3.0
0,0.193573767,29,0,0.684026119,6278.0,14,0,2,0,0.0
0,0.9999999,36,0,0.689006467,1700.0,3,0,0,0,1.0
0,0.37284649,60,0,0.252062328,12000.0,8,0,2,0,2.0
0,0.704779854,30,0,0.84498094,2360.0,9,0,1,0,0.0
0,0.069763188,72,0,0.481753041,6000.0,18,0,2,0,0.0
0,0.9999999,85,0,0.011247188,4000.0,5,0,0,0,0.0
0,0.667295993,29,0,0.162017407,4480.0,8,0,0,0,0.0
0,0.0,56,0,0.146116423,5960.0,11,0,1,0,0.0
0,0.9999999,36,1,0.116751269,984.0,0,2,0,1,3.0
0,0.038287003,51,0,0.143480429,8021.0,13,0,0,0,0.0
0,0.0,67,0,0.025928793,7751.0,6,0,1,0,0.0
0,0.68028326,80,0,0.42985336,4568.0,6,0,1,0,0.0
0,0.0,30,0,848.0,0.0,3,0,0,1,0.0
0,0.016310152,55,0,3009.0,,11,0,2,0,0.0
0,0.119292777,64,0,0.071589205,2667.0,6,0,0,0,1.0
0,0.463849398,57,0,0.338463388,8316.0,10,0,2,0,0.0
0,0.450431488,55,0,0.008693429,7821.0,6,0,0,0,1.0
0,0.144825606,48,0,0.302471347,5583.0,4,0,1,0,2.0
0,0.817854572,33,0,0.762015055,3453.0,7,0,1,0,1.0
0,0.00489018,75,0,7.0,,5,0,0,0,0.0
0,0.006463731,38,0,0.483432455,2353.0,7,0,1,0,2.0
0,0.000714264,55,0,1925.0,,5,0,1,0,0.0
0,0.278859194,49,1,0.566308244,5300.0,11,0,4,0,1.0
0,0.926018495,53,0,0.190451876,7833.0,6,1,0,0,3.0
0,0.9999999,55,0,0.332436399,4087.0,2,2,1,0,1.0
0,0.132283844,38,0,855.0,,8,0,0,0,2.0
0,0.068023855,61,0,45.0,,2,0,0,0,0.0
0,0.9999999,38,1,0.731039167,4416.0,13,0,1,0,0.0
0,0.637333867,48,0,0.217051445,5500.0,4,1,0,0,0.0
0,0.645225796,44,0,0.514658532,5900.0,4,0,2,0,1.0
0,0.042064195,51,0,0.5,2173.0,6,0,1,0,3.0
0,0.78725186,57,3,0.942156629,4200.0,8,0,2,0,0.0
0,0.20728796,38,0,0.673431352,4828.0,14,0,1,0,0.0
1,0.9999999,54,2,0.349858928,2480.0,3,1,0,0,0.0
0,0.447387742,63,0,0.647198239,5906.0,14,0,2,0,0.0
0,0.143654774,52,0,3070.0,,5,0,1,0,
0,0.9999999,58,0,0.002777006,3600.0,0,0,0,0,0.0
0,0.228272338,41,0,0.429542728,7500.0,8,0,1,0,1.0
0,0.987788691,45,4,0.176627416,4500.0,5,3,0,2,4.0
0,0.291712412,36,0,0.327857893,10470.0,10,0,2,0,2.0
0,0.0,39,1,0.986253437,4000.0,10,0,4,0,0.0
0,5.76e-05,40,0,0.386761324,10000.0,10,0,3,0,0.0
0,0.843371805,45,0,0.185965468,6312.0,3,0,1,0,0.0
0,0.160311864,39,0,0.678864227,5000.0,7,0,1,0,3.0
0,0.064187163,69,0,0.003481625,2584.0,1,0,0,0,0.0
0,0.161722213,53,0,0.481722488,5224.0,9,0,3,0,3.0
0,0.9999999,40,0,0.237976265,1600.0,3,0,0,0,1.0
0,0.057827215,58,0,0.015464605,7500.0,6,0,0,0,0.0
0,0.317336533,49,1,0.209568011,2800.0,11,0,0,0,1.0
0,0.037874663,76,0,0.235742228,9713.0,12,0,1,0,1.0
0,0.491111095,55,1,4864.0,,22,0,1,0,0.0
0,0.877177949,43,0,0.52173913,2920.0,4,0,0,0,3.0
0,0.0,87,0,0.0,,4,0,0,0,0.0
0,0.9999999,61,1,0.072534945,2646.0,2,0,0,1,0.0
0,0.043819389,70,0,0.155223312,10500.0,7,0,1,0,0.0
0,0.429501639,48,0,0.132482568,7600.0,4,0,0,1,1.0
0,0.0,35,0,0.224222062,12500.0,9,0,2,0,2.0
0,0.08457417,53,0,0.346745442,9816.0,15,0,1,0,0.0
0,0.013677732,81,0,0.004598161,5001.0,10,0,0,0,0.0
0,0.095589052,53,0,0.246769081,4100.0,6,0,2,0,3.0
0,0.387222947,72,0,0.630971993,1213.0,7,0,0,0,0.0
0,0.431800891,29,0,0.235518557,2882.0,10,0,0,0,0.0
0,0.053569898,67,0,3110.0,,6,0,1,0,0.0
0,0.019311293,70,0,9.0,,6,0,0,0,0.0
0,0.9999999,71,0,0.0,,0,0,0,0,
0,0.571714143,34,0,0.239890959,2200.0,6,0,0,0,2.0
0,0.002499923,35,1,0.499858916,7087.0,7,0,2,0,1.0
0,0.92467922,40,0,0.112197289,4500.0,2,0,0,0,2.0
0,0.235601423,75,0,0.220448315,6200.0,5,0,1,0,1.0
0,0.025165783,47,0,841.0,,8,0,1,0,0.0
0,0.041766708,78,0,69.0,,4,0,0,0,
0,0.025857933,69,1,0.29529399,9200.0,7,0,1,0,0.0
0,0.137233414,44,0,0.580053496,2616.0,11,0,1,0,0.0
0,0.866742217,43,1,0.470496491,3846.0,3,0,1,0,2.0
0,0.011638885,63,0,0.138828063,11416.0,15,0,1,0,0.0
0,0.099964617,54,0,4909.0,,19,0,2,0,0.0
0,0.0,68,1,0.191634241,7195.0,10,0,1,0,1.0
0,0.198662162,58,0,174.0,,6,0,0,0,0.0
0,0.004737581,60,0,0.002285061,3500.0,8,0,0,0,0.0
0,0.9999999,31,0,0.55562958,1500.0,4,0,0,0,0.0
0,0.043763263,65,0,0.165352405,16358.0,23,0,1,0,0.0
0,0.919306342,45,0,0.728184991,4583.0,11,0,1,0,0.0
0,0.05266548,74,0,0.097299444,2517.0,14,0,0,0,0.0
0,0.349301397,33,0,94.0,,4,0,0,0,0.0
0,0.0,56,0,0.0,0.0,1,0,0,0,1.0
0,0.208416477,69,0,0.358831931,6300.0,16,0,1,0,0.0
0,0.612295676,42,0,0.435856917,6960.0,11,0,2,0,2.0
0,0.183977518,58,1,0.20915636,5416.0,17,0,1,0,0.0
0,0.008912539,50,0,0.164392679,3004.0,10,0,1,0,2.0
0,0.125423348,45,0,1644.0,,18,0,1,0,2.0
0,0.0,41,0,3044.0,0.0,5,0,2,0,2.0
0,0.453417441,59,1,0.356658336,2800.0,11,0,0,0,0.0
0,0.067676453,44,0,0.531395814,7500.0,13,0,1,0,1.0
0,0.062410967,64,0,0.254308337,6440.0,13,0,0,0,0.0
0,0.395285343,52,0,2791.0,,13,0,1,0,3.0
0,0.88556827,38,3,0.553937299,4050.0,12,0,0,1,1.0
1,0.969048959,38,0,0.553968254,5669.0,8,0,2,0,2.0
0,0.585758869,28,0,0.455012159,3700.0,20,0,0,0,0.0
0,0.9999999,37,0,0.401104052,9600.0,5,0,1,0,1.0
0,0.0,53,0,0.443717277,2291.0,7,0,1,0,3.0
0,0.085169696,50,0,0.425287356,3566.0,20,0,0,0,2.0
0,0.023362979,39,0,0.359462486,6250.0,5,0,1,0,0.0
0,0.763029621,39,0,1.992862241,1400.0,4,0,1,0,2.0
0,0.67648273,43,0,0.301353814,7681.0,10,0,0,0,3.0
0,0.174481771,35,1,194.0,0.0,4,0,0,0,1.0
0,0.115360102,75,0,1477.0,0.0,6,0,1,0,0.0
0,0.978043521,39,1,0.455354306,3146.0,5,0,0,1,1.0
0,0.103460058,41,0,0.245577409,9100.0,5,0,1,0,1.0
0,0.004229079,52,0,789.0,1.0,6,0,1,0,0.0
0,0.673927655,49,1,0.321116928,4583.0,9,0,0,0,0.0
0,0.00678492,70,0,468.0,,9,0,0,0,
0,0.799606291,58,0,0.770654782,5833.0,10,0,1,0,0.0
0,0.9999999,59,0,0.020359935,5500.0,1,0,0,0,1.0
0,1570.0,47,0,1.291460833,4250.0,6,0,2,0,0.0
0,0.043763899,75,0,0.586904354,5833.0,19,0,2,0,0.0
0,0.427957199,47,0,0.59749383,5266.0,18,0,3,0,0.0
0,0.089291071,26,0,0.665042631,820.0,3,0,0,0,0.0
0,0.191185556,48,0,0.20754178,7000.0,8,0,1,0,2.0
0,0.028105917,79,0,31.0,,4,0,0,0,0.0
0,0.331754552,58,0,0.360152345,4200.0,4,0,1,0,0.0
0,0.9999999,92,0,0.0,,2,0,0,0,0.0
0,0.065111128,69,0,0.664290682,5751.0,14,0,2,0,0.0
1,0.016627345,48,4,0.529271883,8830.0,16,3,1,2,1.0
0,0.02421578,55,0,0.937031484,2000.0,7,0,1,0,0.0
1,0.982462618,36,2,0.557395143,905.0,7,2,0,0,1.0
0,0.387215271,37,0,0.284518159,18750.0,12,0,1,0,2.0
0,0.9999999,59,0,0.0,14550.0,3,0,0,0,0.0
0,0.805799356,37,0,0.397856343,6250.0,5,0,3,0,0.0
0,0.010342884,70,0,0.035984848,527.0,5,0,0,0,1.0
0,0.071354292,77,0,0.179793019,5700.0,3,0,1,0,0.0
0,0.264296793,59,0,2249.0,,20,0,1,0,0.0
0,0.012521195,36,0,0.291935126,4500.0,5,0,2,0,0.0
1,0.304599356,56,0,0.430165246,9500.0,16,0,1,0,1.0
0,0.00314454,67,0,0.001499893,4666.0,4,0,0,0,0.0
0,0.018380724,42,1,0.463795187,9100.0,12,0,2,0,1.0
0,0.115705334,83,0,0.255037687,6500.0,16,0,1,0,1.0
0,0.655217321,52,1,3332.0,,5,0,2,0,0.0
0,0.053369583,67,0,85.0,,5,0,0,0,
0,0.0,45,0,0.266313933,1700.0,3,0,0,0,0.0
0,0.015608234,51,0,0.056257901,7909.0,11,0,0,0,0.0
0,0.010101524,56,0,0.354464554,10000.0,19,0,2,0,0.0
0,0.174619091,57,0,0.310699268,6420.0,14,0,1,0,0.0
0,0.049895619,66,0,0.794743608,7000.0,12,0,3,0,2.0
0,0.865133298,43,0,0.542323928,4500.0,8,0,1,0,1.0
0,0.001976706,44,0,0.302692665,5384.0,9,0,1,0,2.0
0,0.610730179,63,0,0.549987281,7861.0,19,0,1,0,1.0
0,0.281434206,47,1,0.188086573,10441.0,11,0,0,0,5.0
0,0.244432324,33,0,0.106616585,3460.0,6,0,0,0,0.0
0,0.033028605,59,0,0.501462599,2392.0,10,0,1,0,0.0
0,0.071653103,47,0,0.597567072,6000.0,10,0,2,0,0.0
0,0.0,66,0,0.105178964,5000.0,3,0,1,0,1.0
0,0.0,72,0,5.0,,3,0,0,0,0.0
0,1.0,40,1,1241.0,,7,0,0,1,3.0
1,0.9999999,37,1,0.903628792,1680.0,5,0,1,1,2.0
0,0.146084269,41,0,573.0,,14,0,0,0,0.0
0,0.009828491,82,0,0.124115948,10038.0,10,0,1,0,0.0
0,0.931108499,49,0,0.936794092,4603.0,10,0,2,0,0.0
0,0.0,36,0,0.370418677,7666.0,4,0,1,0,2.0
0,0.0,55,1,0.186656267,33333.0,10,0,3,0,0.0
0,0.024817801,48,0,0.342297627,11080.0,16,0,3,0,2.0
0,0.0,30,3,0.513280212,1505.0,3,0,1,0,0.0
0,0.055757987,31,0,0.24534384,5583.0,7,0,2,0,0.0
0,0.654948549,61,0,995.0,,8,0,0,0,
0,0.024760922,66,0,0.007662835,2348.0,4,0,0,0,0.0
0,0.213830577,47,0,0.129811698,6000.0,16,0,0,0,0.0
0,0.346653347,23,0,0.005878895,1700.0,1,0,0,0,0.0
1,0.9999999,38,0,0.0,2666.0,0,0,0,0,2.0
0,0.067163048,62,0,2090.0,,13,0,3,0,0.0
0,0.0,25,0,0.118860142,2666.0,2,0,0,0,0.0
0,0.008681424,61,0,3615.0,,5,0,2,0,0.0
0,0.036121111,49,0,67.0,0.0,12,0,0,1,0.0
0,0.071073691,57,0,0.190056135,4987.0,12,0,1,0,1.0
0,0.795430372,40,0,8354.0,,17,0,4,0,0.0
0,0.11197524,32,0,0.110696921,6169.0,8,0,0,0,0.0
0,0.225959718,73,0,2817.0,,17,0,2,0,0.0
0,0.167004325,70,0,0.334580022,6416.0,23,0,1,0,0.0
0,0.300569947,37,0,1.040480635,8571.0,15,0,3,0,0.0
0,0.079892789,50,0,47.0,,3,0,0,0,0.0
0,0.35043725,61,0,0.427731216,6800.0,9,0,1,0,0.0
0,0.100964485,65,0,0.209547787,10326.0,9,0,2,0,2.0
0,0.936877076,22,0,2.746268657,200.0,2,0,0,0,0.0
0,0.029096662,57,0,0.163274052,4666.0,8,0,1,0,1.0
0,0.360011935,41,0,0.425203601,11664.0,11,0,2,0,3.0
0,0.068979352,55,0,0.366253499,2500.0,7,1,2,0,1.0
0,0.042577485,47,0,0.425886951,6651.0,12,0,3,0,0.0
0,0.005093975,52,1,1675.0,,12,0,1,0,0.0
0,0.217556489,70,0,654.0,,9,0,0,0,0.0
1,0.99090294,45,2,0.268474436,4830.0,5,0,0,0,3.0
0,0.082619628,54,6,0.395577396,6918.0,14,0,1,1,2.0
0,0.411898412,54,0,0.40746963,7737.0,26,0,3,0,1.0
0,0.039736571,56,0,571.0,,4,0,0,0,0.0
0,0.027620099,64,0,0.20590799,10324.0,6,0,1,0,1.0
0,0.212981321,42,1,0.357778638,5167.0,10,0,1,0,0.0
0,0.167341093,51,0,0.238514639,4200.0,10,0,0,0,0.0
0,0.381184753,34,0,0.060971634,9200.0,8,0,0,0,0.0
1,0.460085808,38,0,8041.0,,10,0,4,0,0.0
0,0.687054701,38,0,0.143646409,3800.0,4,0,0,0,4.0
0,0.272082205,47,1,0.261242725,17010.0,15,0,1,0,6.0
1,0.999933985,50,2,0.130727917,8750.0,2,3,1,1,3.0
0,0.054420797,46,0,0.073333333,7499.0,6,0,0,0,1.0
0,0.045628804,62,0,2127.0,,4,0,2,0,0.0
0,0.0,99,0,0.0,,2,0,0,0,0.0
0,0.225145893,56,1,8081.0,,6,0,2,0,3.0
0,0.377378092,34,2,0.733040374,3640.0,6,1,1,0,0.0
0,0.0,47,0,0.371435718,3997.0,7,0,1,0,0.0
0,0.714546823,48,0,0.040653728,4894.0,3,0,0,0,0.0
0,0.945010998,32,0,0.461932838,3900.0,6,0,1,0,0.0
0,0.00922054,53,0,1577.0,,3,0,1,0,0.0
0,0.003996004,24,1,0.175941353,3000.0,3,0,0,0,0.0
0,0.137422389,49,0,0.385247944,4012.0,15,0,2,0,1.0
0,0.001724472,55,0,0.243292785,6000.0,17,0,2,0,0.0
0,0.99097264,49,1,0.321578325,9300.0,13,0,1,0,3.0
0,0.134345392,49,1,0.571913076,7960.0,15,0,2,0,1.0
1,0.450215565,67,0,0.698281299,12683.0,30,0,8,0,0.0
0,0.079598187,67,0,0.240335174,5250.0,9,0,1,0,0.0
0,0.172126596,26,0,0.793017456,400.0,4,0,0,0,0.0
0,0.00477237,75,0,0.044207867,11083.0,11,0,1,0,0.0
0,0.250881533,66,0,7947.0,,9,1,2,0,0.0
0,0.084566628,51,0,0.329129312,6580.0,10,0,2,0,0.0
0,0.00023528,26,0,266.0,1.0,3,0,0,0,0.0
0,0.046851273,51,0,0.074465276,41656.0,9,0,2,0,3.0
0,0.181744704,60,0,0.687177909,13000.0,23,0,5,0,0.0
0,0.060342215,51,0,0.022814663,3900.0,4,0,0,0,0.0
0,0.004798122,78,0,0.050691244,650.0,26,0,0,0,0.0
0,0.0,66,0,0.088192018,10873.0,8,0,0,0,1.0
0,0.00966228,66,0,0.478612415,3833.0,6,0,1,0,0.0
0,0.225053816,63,0,0.050016031,3118.0,5,0,1,0,0.0
0,0.001409661,66,1,0.109364443,22200.0,7,0,2,0,2.0
0,1.0,39,0,0.931165141,3166.0,3,0,2,0,0.0
0,0.0,66,0,0.148114493,2200.0,3,0,0,0,0.0
0,0.027316211,48,0,0.344244634,12066.0,22,0,8,0,0.0
1,0.808326894,45,1,1.22106882,2600.0,13,0,2,0,3.0
0,0.215389231,61,0,0.429487784,10600.0,8,0,3,0,2.0
0,0.000668769,45,0,0.210298284,6000.0,5,0,1,0,2.0
0,0.038278962,50,0,11.0,,2,0,0,1,0.0
0,3831.0,48,0,0.228778281,11049.0,4,0,2,0,2.0
0,0.0,47,0,698.0,,6,0,0,0,0.0
0,0.296372282,36,0,0.443001956,5622.0,9,0,1,0,1.0
0,0.022578707,67,0,0.100474881,4000.0,11,0,1,0,0.0
0,0.013036134,83,0,0.027090301,5979.0,7,0,0,0,0.0
0,0.043130587,61,0,3351.0,,7,0,2,0,0.0
0,0.221289122,47,0,0.368906606,8779.0,4,0,1,0,0.0
0,0.333100809,39,0,0.23815237,5000.0,13,0,0,0,0.0
0,0.923741225,51,1,0.396092909,6500.0,9,0,2,0,2.0
0,0.081636587,45,0,0.519511885,7866.0,10,0,2,0,0.0
0,0.053829041,58,0,0.034691713,6600.0,9,0,0,0,1.0
0,502.0,28,0,0.25815739,2083.0,4,0,0,0,0.0
0,0.803041761,38,0,0.403452976,2200.0,5,0,1,0,0.0
0,0.34812321,47,0,0.463382157,6007.0,11,0,5,0,1.0
0,0.00323581,31,0,0.383248167,4500.0,5,0,1,0,2.0
1,0.96948894,53,0,165.0,,6,0,0,0,0.0
0,0.9999999,32,0,0.0,2460.0,0,1,0,0,1.0
0,0.120641817,60,0,0.308935285,12500.0,14,0,1,0,0.0
0,0.0,28,0,0.0,,1,0,0,0,
0,0.111291507,54,0,0.057878948,5666.0,6,0,0,0,1.0
0,0.063062463,54,0,4659.0,,5,0,2,0,0.0
0,0.792733134,49,0,0.650074664,6026.0,12,0,1,0,0.0
0,0.094105042,62,0,0.540194641,7500.0,13,0,1,0,1.0
1,0.950345973,60,6,0.732920856,3878.0,12,4,0,3,0.0
0,0.491765721,58,0,0.434855234,8979.0,10,0,2,0,0.0
0,0.089113911,31,0,0.125597566,4601.0,10,0,0,0,0.0
0,0.064323724,49,0,33.0,,1,0,0,0,1.0
0,0.0,60,0,1424.0,,4,0,1,0,0.0
0,0.184822438,35,0,0.113221695,4000.0,7,0,0,0,0.0
0,0.099152137,68,0,0.259352084,10772.0,6,0,1,0,2.0
0,0.032456981,78,0,0.286634818,9000.0,6,0,2,0,0.0
0,0.768286896,76,0,0.656126482,4300.0,8,0,1,0,0.0
0,0.017236454,43,0,0.787489289,3500.0,7,0,2,0,2.0
0,0.099566687,45,0,0.410887161,6300.0,8,0,1,0,2.0
0,0.9999999,55,0,0.008883953,1800.0,0,1,0,0,0.0
0,0.780230362,32,1,0.255459563,8333.0,8,0,1,0,0.0
0,0.02496692,69,0,0.217828418,10443.0,16,0,2,0,0.0
0,0.139813929,41,0,0.621475705,5000.0,5,0,2,0,0.0
0,0.287609786,73,0,0.761699064,8333.0,45,0,3,0,0.0
0,0.223547276,68,0,3357.0,,5,0,2,0,0.0
0,0.0,80,0,0.011831361,6000.0,8,0,0,0,0.0
0,0.708029637,52,1,1983.0,,16,0,1,0,0.0
0,0.191018258,62,0,175.0,,15,0,0,0,0.0
0,0.045272026,37,0,0.625254582,5400.0,5,0,2,0,0.0
0,0.02571028,62,0,0.062585426,13900.0,8,0,0,0,0.0
0,1.007459133,30,3,0.198080118,5416.0,6,0,0,1,0.0
0,0.0,73,0,0.0,,2,0,0,0,
0,0.9999999,34,0,4665.0,,4,0,1,0,2.0
0,0.066625093,58,0,3423.0,,15,0,4,0,0.0
0,0.9999999,42,0,158.0,,2,0,0,0,
0,0.030620861,61,0,0.00499875,4000.0,2,0,0,0,0.0
1,0.9999999,61,0,0.218272702,3600.0,4,0,1,0,0.0
0,0.010269993,49,1,0.202379762,10000.0,7,0,1,0,3.0
0,0.022570702,65,0,0.008543901,5500.0,6,0,0,0,1.0
0,0.043191362,29,0,0.069968196,2200.0,5,0,0,0,0.0
0,0.0,43,0,0.418045471,8400.0,15,0,3,0,1.0
0,0.088642584,52,0,0.413896526,4000.0,7,0,1,0,1.0
0,0.024882919,61,0,0.135434025,6600.0,13,0,0,0,1.0
0,0.129149902,52,0,4205.0,,8,0,1,0,3.0
0,0.203064852,37,0,0.737933867,4868.0,8,0,1,0,2.0
0,0.155640727,31,0,0.068086383,3333.0,3,0,0,0,0.0
0,0.959673388,30,0,0.215057637,2775.0,3,0,0,0,0.0
0,0.103938165,87,0,1194.0,,7,0,1,0,
0,0.104243104,64,0,0.622738002,5083.0,6,0,2,0,1.0
0,0.043397588,55,0,0.243791275,10750.0,3,0,1,0,2.0
0,0.600207008,50,0,0.397200825,18433.0,15,0,2,0,3.0
0,0.992925254,42,0,0.77400582,1030.0,9,0,0,0,0.0
0,0.111111111,40,0,0.175582188,10262.0,6,0,1,0,0.0
0,0.508186654,46,0,0.498826189,11500.0,10,0,2,0,3.0
0,0.143583277,61,1,2205.0,,19,0,1,0,0.0
0,1.435215947,60,1,0.178900289,3800.0,3,0,0,1,0.0
0,0.531604813,49,1,0.167196729,2200.0,10,1,0,1,0.0
0,0.0795554,61,0,821.0,,4,0,1,0,0.0
0,0.294256112,43,0,0.450612498,6448.0,9,0,1,0,3.0
0,0.205386308,38,1,0.07079646,20000.0,6,0,0,0,1.0
0,0.001166628,85,0,0.000153822,6500.0,1,0,0,0,0.0
1,0.9999999,56,0,0.511353147,5416.0,5,1,3,0,0.0
0,0.042102533,57,0,0.268582136,1600.0,5,0,0,0,0.0
0,0.938200217,36,0,0.237511413,7666.0,9,0,2,0,3.0
0,0.899613385,47,0,0.134711525,7400.0,6,0,0,0,2.0
0,0.104413748,38,0,0.682972467,3740.0,7,0,2,0,0.0
0,0.9999999,59,0,72.0,,0,0,0,0,
0,0.518840375,63,0,0.496315561,6920.0,11,0,1,0,0.0
0,0.843063739,45,1,960.0,,10,0,1,1,1.0
